0,1,2,3,4,5,6,7,8,9,10,11,12,13
5176,,Mango deshidratado semi-seco artesanal Kensington (env. 500 grs.) RAW,9.98,Precio por tarrina (biodegradable) de 500 grs.,,,0.04,Granada,,,,,
5163,,Mango deshidratado a baja temperatura semi-seco artesanal Kent (env. 500 grs.) RAW,10.89,Precio por tarrina (biodegradable) de 500 grs.,,,0.04,Granada,,,,,
5170,,Mango deshidratado semi-seco artesanal Lipens (env. 500 grs.) RAW,9.89,Precio por tarrina (biodegradable) de 500 grs.,,,0.04,Granada,,,,,
5165,,Mango deshidratado semi-seco artesanal Osteen (env. 500 grs.) RAW,9.89,Precio por tarrina (biodegradable) de 500 grs.,,,0.04,Granada,,,,,
5165,,Mango deshidratado semi-seco artesanal Osteen (env. 3 kgs.) RAW,15.98,Precio por kilo en bolsa (biodegradable) de 3 kgs.,,,0.04,Granada,,,,,
1039,,Manzana Fuji BIO (con pequeños defectos en la piel) ¡¡¡Calidad excelente!!! (Familia Joan),1.69,1.521,1.4364999999999999,1.3519999999999999,0.04,Lérida,,,,,
6143,,Manzana Fuji mediana BIO ¡¡¡Calidad excelente!!! (Familia Joan),1.94,1.746,1.649,1.552,0.04,Lérida,,,,,
3478,,Manzana Fuji local,2.09,1.8809999999999998,-,-,0.04,Nacional,,,,,
1594,,Manzana Golden BIO,2.49,2.241,-,-,0.04,Italia,,,,,
3706,,Manzana Reineta,3.98,3.582,-,-,0.04,Nacional,,,,,
1568,,Manzana Royal Gala BIO,2.69,2.421,-,-,0.04,Italia,,,,,
3662,,Maracuyá morado local,8.59,7.731,7.3015,-,0.04,Granada,,,,,
3112,,Melón piel de sapo (muy dulce y de textura suave) ¡¡¡Excelente calidad!!!,2.49,2.241,2.1165000000000003,-,0.04,Nacional,,,,,
6152,,Naranja amarga BIO,1.49,1.341,1.2665,-,0.04,Málaga,,,,,
5183,,Naranja amarga local (solo 3 kgs. en stock),1.29,-,-,-,0.04,Granada,,,,,
3085,,"Naranja dulce local variedad cañadú (variedad antigua en peligro de extinción, cero acidez) ¡¡¡Fruta única!!!",1.09,0.9810000000000001,0.9265000000000001,0.8720000000000001,0.04,Granada,,,,,
6186,,"Naranja dulce variedad grano de oro BIO. Finca con más de 20 años en ecológico, regada con agua de manantial (principìo de temporada) ¡¡¡Fruta única!!!",1.49,1.341,1.2665,1.192,0.04,Granada,,,,,
1208,Frutas,"Naranja Navelina mesa BIO mediana/grande recolectada con hoja según pedido. Finca con más de 20 años en ecológico, regada con agua de manantial. Fruta de temporada ¡¡¡Excelente calidad, dulce y jugosa!!! ¡¡¡Súper oferta!!!",1.19,1.071,1.0114999999999998,0.952,0.04,Granada,,,,,
1208,,"Naranja Navelina mesa BIO (PED.MIN. 400 KGS.) mediana/grande recolectada con hoja según pedido. Finca regada con agua de manantial. Fruta de temporada ¡¡¡Excelente calidad, dulce y jugosa!!! ¡¡¡Súper oferta!!!",0.64,Precio para un pedido mínimo de 400 kgs.,,,0.04,Granada,,,,,
1208,,"Naranja Navelina mesa BIO CON DEFECTOS mediana/grande recolectada con hoja según pedido. Finca con más de 20 años en ecológico, regada con agua de manantial. Fruta de temporada ¡¡¡Excelente calidad, dulce y jugosa!!! ¡¡¡Súper oferta!!!",0.39,-,-,-,0.04,Granada,,,,,
3136,,Naranja Navelina mesa (producción propia). Año Cero de producción ecológica,0.89,0.801,0.7565,0.712,0.04,Granada,,,,,
3309,,Naranja sanguina local ,1.39,1.251,1.1815,-,0.04,Granada,,,,,
3006-3694,,Papaya Intenzza/Siluet local,2.29,2.061,1.9465000000000001,1.832,0.04,Granada,,,,,
1586,,Papaya Siluet BIO (madurada en planta),3.69,3.3209999999999997,3.1365,2.952,0.04,Málaga,,,,,
3043,,Pera Conferencia,1.98,1.782,1.683,-,0.04,Nacional,,,,,
1123,,Pera Conferencia BIO,2.98,2.682,2.533,-,0.04,Nacional,,,,,
3163,,Pera Melón local (meloncillo de Perú). Fruta empezando la temporada pero ya está bien madura,3.89,3.5010000000000003,3.3065,-,0.04,Granada,,,,,
1179,,Piña BIO,2.89,2.601,-,-,0.04,Costa Rica,,,,,
3020,,"Piña madurada en planta (recibida por avión) ¡¡¡Súper buena, color intenso, muy aromática!!!",2.98,2.682,2.533,-,0.04,Costa Rica,,,,,
5148,Frutas,"Piña madurada en planta POR PIEZA SUELTA (recibida por avión) ¡¡¡Súper buena, color intenso, muy aromática!!! ¡¡¡Seleccionadas, tamaño grande!!!",6.98,6.282,5.933000000000001,PRECIOS POR PIEZA,0.04,Costa Rica,,,,,
3460,,Plátano Cavendish de las Islas ,2.69,2.421,2.2865,2.152,0.04,Canarias,,,,,
1007,,Plátano Cavendish de las Islas BIO,2.89,2.601,2.4565,-,0.04,Canarias,,,,,
3033,,Plátano Cavendish local (madurado en la planta) .Disponibilidad incierta,2.98,2.682,2.533,2.384,0.04,Andalucía,,,,,
3007,,Plátano cuadrado local (poca cantidad),2.98,2.682,-,-,0.04,Granada,,,,,
3746,,"Plátano deshidratado semi-seco artesanal, escogidos de nuestra propia producción ecológica (env. 200 grs.)",3.39,Precio por tarrina (biodegradable) de 200 grs.,,,0.04,Granada,,,,,
1041,,Pomelo amarillo BIO. Finca con certificado ecológico CAAE desde 1985 + certificado BIO Suisse desde 2009,1.89,1.7009999999999998,1.6065,1.512,0.04,Málaga,,,,,
3668,,Pomelo amarillo local,1.49,1.341,1.2665,1.192,0.04,Málaga,,,,,
3303,,Pomelo chino / Pamplemusa local (piezas muy grandes). Finca de cultivo natural,3.98,3.582,3.383,-,0.04,Granada,,,,,
3801,,Pomelo Pink local (muy jugoso),1.69,1.521,1.4364999999999999,1.3519999999999999,0.04,Granada,,,,,
1024,,Pomelo Red Ruby BIO,1.98,1.782,1.683,-,0.04,Málaga,,,,,
3442,Frutas,Pomelo Red Ruby local,1.79,1.611,1.5215,1.432,0.04,Granada,,,,,
3545,,Tamarindo,7.49,6.741,-,-,0.04,Tailandia,,,,,
5268,,Uva negra sin semilla var. Sable (dulce y muy exquisita al paladar). Sólo 13 kg en stock,4.39,-,-,-,0.04,South África,,,,,
3752,,Uva pasa Moscatel en grano (cosecha 2020) env. 500 grs.,4.98,Precio por envase de 500 grs.,,,0.04,Málaga,,,,,
3753,,Uva pasa Moscatel en racimo (cosecha 2020) env. 500 grs.,4.98,Precio por envase de 500 grs.,,,0.04,Málaga,,,,,
1073,,Uva pasa Sultana BIO (env. 500 grs.). ,2.98,Precio por envase de 500 grs.,,,0.04,Turquía,,,,,
1073,,Uva pasa Sultana BIO (env. 1 kg.). ,4.98,4.482,4.2330000000000005,-,0.04,Turquía,,,,,
,Verduras,Verduras,,,,,,,,,,,
1257,,Acelga verde BIO producción propia (hoja verde y carnosa),1.89,1.7009999999999998,-,-,0.04,Granada,,,,,
1100-1312,,Ajo blanco o morado BIO,6.39,-,-,-,0.04,Málaga,,,,,
1312. 934.1,,Ajo morado BIO (piezas grandes de Sergio),4.98,4.482,4.2330000000000005,3.9840000000000004,0.04,Granada,,,,,
1853,,Ajo negro fermentado BIO (bolsa 3 piezas de 30/40 grs. +/-),5.69,Precio por bolsa de 3 piezas de 30/40 grs.+/-,,,0.1,Nacional,,,,,
1853,,Ajo negro fermentado BIO (bolsa 1 kg.),50.98,Precio por bolsa de 1 kg. (sobre 25-30 piezas aprox.),,,0.1,Nacional,,,,,
6020,,Ajo negro fermentado pelado BIO (env. 50 grs.),4.19,3.7710000000000004,Precio por envase de cristal de 50 ml.,,0.1,Nacional,,,,,
1218,,Alcachofa BIO,4.59,4.131,-,-,0.04,Málaga,,,,,
1102,Verduras,Aloe Vera hoja fresca BIO (por pieza) ¡¡¡Plantas con más de 40 años!!!,2.59,2.331,2.2015,2.072,0.1,Málaga,,,,,
3035,,"Apio nabo local (Celery, raiz de apio)",2.39,-,-,-,0.04,Granada,,,,,
1117,,Apio verde BIO (producción propia),2.59,2.331,2.2015,-,0.04,Granada,,,,,
1008,,Berenjena BIO,2.39,2.1510000000000002,2.0315000000000003,-,0.04,Málaga,,,,,
1576,,Boniato BIO (grande),1.69,1.521,1.4364999999999999,1.3519999999999999,0.04,Málaga,,,,,
1015. 932. 10,,Boniato BIO (pequeño). Sólo 20 kgs. en stock,0.98,0.882,0.833,-,0.04,Málaga,,,,,
1015,,Boniato BIO recién cosechado (mediano),1.98,1.782,1.683,1.584,0.04,Granada,,,,,
1211,,Brócoli BIO,2.49,2.241,2.1165000000000003,-,0.04,Málaga,,,,,
1002,,Calabacín verde BIO,1.29,1.161,1.0965,1.032,0.04,Málaga,,,,,
1989,,Calabaza Butternut BIO,1.49,1.341,1.2665,-,0.04,Málaga,,,,,
3142,,Calabaza Butternut local,1.19,1.071,1.0114999999999998,-,0.04,Granada,,,,,
3893,,Calabaza cabello de ángel local,1.09,0.9810000000000001,-,-,0.04,Granada,,,,,
3083,Verduras,Calabaza Valenciana dulce local,1.49,1.341,1.2665,-,0.04,Granada,,,,,
1101,,Cebolla blanca seca BIO,1.59,1.431,1.3515000000000001,-,0.04,Málaga,,,,,
1151,,Cebolla roja BIO,1.69,1.521,1.4364999999999999,-,0.04,Málaga,,,,,
3244,,Cebolleta fresca local,1.98,1.782,-,-,0.04,Granada,,,,,
3352,,Cilantro local (manojo 100 grs.) Cultivado por nuestra vecina Montse de manera artesanal y orgánica,1.69,Precio por manojo de 100 grs.,,,0.04,Granada,,,,,
3352,,Cilantro local. Cultivado por nuestra vecina Montse de manera artesanal y orgánica (pedido mínimo de 1 kg.),14.98,13.482,-,-,0.04,Granada,,,,,
6157,,Col Kale Red Russian BIO (manojo 500 grs.),2.29,2.061,Precio por manojo de 500 grs.,,0.04,Málaga,,,,,
6156,,Col Kale Winterbor crespa BIO (manojo 500 grs.),2.29,2.061,Precio por manojo de 500 grs.,,0.04,Málaga,,,,,
1150,,Col Lombarda BIO,1.59,1.431,1.3515000000000001,-,0.04,Málaga,,,,,
1006,,Col verde lisa BIO,1.69,1.521,-,-,0.04,Málaga,,,,,
1979,,Coliflor blanca BIO (pieza),2.98,Precio por pieza,,,0.04,Málaga,,,,,
3040,,Coliflor blanca local,1.89,1.7009999999999998,1.6065,-,0.04,Granada,,,,,
1105,,Colirrábano / Col rabi blanco BIO,2.39,2.1510000000000002,-,-,0.04,Málaga,,,,,
6056,,Colirrábano / Col rabi morado BIO,2.39,2.1510000000000002,-,-,0.04,Málaga,,,,,
1393,,Cúrcuma fresca BIO (pedido mínimo 500 grs.),7.19,6.471,6.1115,-,0.1,Perú,,,,,
1260,Verduras,Cúrcuma fresca BIO de Andalucía (pedido mínimo 500 grs.) ¡¡¡Calidad excelente!!! ,8.98,8.082,7.633000000000001,-,0.04,Málaga,,,,,
3249,,"Espinaca local directa del campo, producción familiar",3.98,3.582,-,-,0.04,Granada,,,,,
3304,,Guisante fresco local (recolectado según pedido),4.49,-,-,-,0.04,Granada,,,,,
1005,,Habas en vaina fresca verdes BIO ,4.49,4.041,-,-,0.04,Málaga,,,,,
3279,,Habas en vaina fresca verdes local,1.59,1.431,1.3515000000000001,-,0.04,Granada,,,,,
1798,,Hinojo bulbo BIO (piezas medianas / grandes) ¡¡¡Excelente!!!,2.49,2.241,2.1165000000000003,-,0.04,Málaga,,,,,
1967,,Jengibre BIO (pedido mínimo 500 grs.),5.98,5.382000000000001,5.083,-,0.1,Perú,,,,,
1317,,Judía verde BIO (2ª cat.),3.29,2.961,2.7965,-,0.04,Granada,,,,,
3052,,Laurel deshidratado local (env. 30 grs.),1.29,Precio por envase de 30 grs.,,,0.04,Granada,,,,,
1858,,Lechuga Lollo rojo BIO (producción propia) ¡¡¡Excelente!!!,0.98,Precio por pieza,,,0.04,Granada,,,,,
1071,,Lechuga maravilla de verano BIO (producción propia) ¡¡¡Excelente!!!,0.98,PRECIO POR 2 PIEZAS,,,0.04,Granada,,,,,
1129,,Lechuga verde hoja larga y lisa tipo Romana BIO (producción propia) ¡¡¡Excelente!!! Piezas grandes,0.89,Precio por pieza (grande),,,0.04,Granada,,,,,
1425,,Nabo blanco BIO,2.69,2.421,-,-,0.04,Málaga,,,,,
3250,,Patata blanca local (nueva cosecha 2020/2021),1.19,1.071,1.0114999999999998,0.952,0.04,Granada,,,,,
1344,,Patata Elodie BIO (nueva cosecha 2021),1.39,1.251,1.1815,1.1119999999999999,0.04,Málaga,,,,,
1986,Verduras,Patata Hero nueva BIO,1.59,1.431,1.3515000000000001,1.272,0.04,Málaga,,,,,
6121,,Patata Lucinda blanca BIO,1.59,1.431,1.3515000000000001,1.272,0.04,Málaga,,,,,
1147,,Patata roja BIO,1.69,1.521,1.4364999999999999,-,0.04,Granada,,,,,
6137,,"Patata roja Red Pontiac BIO de alta montaña, cultivada en la Sierra de Cazorla a más de 1.600 mts. de altitud, cultivo tradicional con animales, máxima calidad en nutrientes y sabor. Especiales, para los amantes de las patatas ¡¡¡Únicas en su género!!!",2.39,2.1510000000000002,-,-,0.04,Jaén,,,,,
1395,,Pepino Francés/Corto BIO,4.69,4.221,-,-,0.04,Granada,,,,,
1004,,Pepino Holandés NIO,3.59,3.231,,,0.04,GRanada,,,,,
3924,,Pepino mini gourmet local ¡¡¡Excelente y jugoso!!!,2.49,2.241,2.1165000000000003,-,0.04,Granada,,,,,
1055,,Pimiento California rojo BIO,3.19,2.871,-,-,0.04,Málaga,,,,,
1043,Verduras,Pimiento Ramiro rojo BIO,4.19,-,-,-,0.04,Málaga,,,,,
3049,,Pimiento Ramiro rojo local,2.39,2.1510000000000002,2.0315000000000003,-,0.04,Granada,,,,,
1062,,Puerro BIO (producción propia)¡¡Excelente!!,2.59,2.331,2.2015,-,0.04,Granada,,,,,
3824,,Rábano Daikon ,1.98,1.782,-,-,0.04,Italia,,,,,
1679,,Remolacha sin hojas BIO,1.89,1.7009999999999998,-,-,0.04,Málaga,,,,,
3353,,Romanescu verde local (pequeña producción de confianza). Solo 4 kgs. en stock,1.98,-,-,-,0.04,Granada,,,,,
1579,,Stevia hoja entera seca BIO (env. 500 grs.),8.29,Precio por envase de 500 grs.,,,0.1,Nacional,,,,,
1579,,Stevia hoja entera seca BIO (env. 1 kg.),15.49,Precio por envase de 1 kg.,,,0.1,Nacional,,,,,
1010,,Tomate Cherry pera BIO,3.69,3.3209999999999997,-,-,0.04,Málaga,,,,,
3949,,Tomate ensalada Vernal local de Miguel. Cultivo controlado residuo cero ¡¡¡Sabor excelente!!!,0.98,0.882,0.833,0.784,0.04,Granada,,,,,
1011,,Tomate Pera BIO,1.79,1.611,1.5215,-,0.04,Málaga,,,,,
3870,,Tomate Flor de la Vega asurcado negro local de Miguel. Cultivo controlado residuo cero ¡¡¡Sabor excelente!!!,2.19,1.9709999999999999,1.8615,1.752,0.04,Granada,,,,,
3890,Verduras,Tomate Raff asurcado negro local de Miguel. Cultivo controlado residuo cero ¡¡¡Sabor excelente!!!,2.29,2.061,1.9465000000000001,1.832,0.04,Granada,,,,,
5289,,Tomate Raff (SELECCIONADO) asurcado negro local de Miguel. Cultivo controlado residuo cero ¡¡¡Sabor excelente!!!,3.89,3.5010000000000003,3.3065,-,0.04,Granada,,,,,
1016,,Tomate Raff Rebelión BIO (rojo madurado en planta),3.59,3.231,-,-,0.04,Granada,,,,,
5048,,"Yacón fresco de Asturias (Smallanthus Sonchifolius). Piezas grandes con muy buena presencia, cultivo orgánico de confianza sin certificado ¡¡¡Único en Europa!!! ¡¡¡Calidad extra!!!",4.29,3.8609999999999998,-,-,0.04,Asturias,,,,,
5075,,Zanahoria con rama local,2.29,2.061,-,-,0.04,Granada,,,,,
1034,,Zanahoria sin rama BIO,1.79,1.611,1.5215,-,0.04,Málaga,,,,,
3017,,Zanahoria sin rama local,1.49,1.341,1.2665,1.192,0.04,Granada,,,,,
,Huevos,Huevos,,,,,,,,,,,
5185,,Huevo de oca cal.XL (150 a 220 grs. aprox.) Ocas en libertad alimentadas con pasto verde. Certificado BIO en proceso,3.98,Precio por pieza calibre XL 150 a 220 grs. aprox.,,,0.04,Nacional,,,,,
,Leche Vegetal,Leche Vegetal,,,,,,,,,,,
6125,,Bebida de arroz con cacao y calcio BIO (env. 1 litro),2.29,Precio por envase de 1 litro,,,0.1,Italia,,,,,
6062,,Bebida de avena sin gluten BIO (env. 1 litro),1.89,Precio por envase de 1 litro,,,0.1,Italia,,,,,
6123,,Bebida de quinoa real y arroz sin gluten BIO (env. 1 litro),2.39,Precio por envase de 1 litro,,,0.1,Italia,,,,,
6122,,Bebida de soja natural sin gluten BIO (env. 1 litro),1.39,Precio por envase de 1 litro,,,0.1,Italia,,,,,
,,Infusiones,,,,,,,,,,,
1805,Infusiones,Cáñamo con gelatina verde y con Stevia BIO 15/piramides (env. 30 grs.),2.98,Precio por caja de 15 piramides/30 grs.,,,0.1,Nacional,,,,,
1807,,Hoja de moringa-melocotón con Stevia BIO 15/piramides (env. 30 grs.),2.98,Precio por caja de 15 piramides/30 grs.,,,0.1,Nacional,,,,,
1806,,Hoja de olivo con sauco-vainilla y con Stevia BIO 15/piramides (env. 30 grs.),2.98,Precio por caja de 15 piramides/30 grs.,,,0.1,Nacional,,,,,
1804,,Té verde Gunpowder-Menta con Stevia BIO 15/piramides (env. 30 grs.),2.98,Precio por caja de 15 piramides/30 grs.,,,0.1,Nacional,,,,,
,,Aceite y Vinagre,,,,,,,,,,,
6063,,"Aceite de oliva BIO variedad Aloreña virgen extra, primera presión en frio (env. 1 litro cristal)",6.79,Precio por envase de cristal de 1 litro,,,0.1,Málaga,,,,,
6078,Aceite y Vinagre,"Aceite de oliva BIO variedad Aloreña virgen extra, primera presión en frio (env. 5 litros)",26.98,Precio por envase de 5 litros,,,0.1,Málaga,,,,,
6064,,"Aceite de oliva BIO variedad Aloreña virgen extra, primera presión en frio (lata 5 litros)",29.98,Precio por lata de 5 litros,,,0.1,Málaga,,,,,
5194,,"Aceite de oliva local, virgen extra, primera presión en frio, de variedades antiguas, sin centrifugado y sin filtrar (env. 5 litros PET)",21.89,Precio por envase de 5 litros PET. Procedente de Salobreña y pueblos limítrofes. Cosecha 2020/2021,,,0.1,Granada,,,,,
3587,,Aceite de oliva virgen extra (env. cristal 500 ml.),6.29,Precio por envase de cristal de 500 ml.,,,0.1,Málaga,,,,,
1693,,Aceite de Palma roja BIO (env. 325 ml.),9.19,Precio por envase de 325 ml.,,,0.1,Importación,,,,,
,,Algas,,,,,,,,,,,
3864,,Alga Aonori fresca (env. 50 grs.),1.98,Precio por envase de 50 grs. (pedido por encargo),,,0.04,Galicia,,,,,
3995,Algas,Alga Aonori fresca (env. 150 grs.),6.29,Precio por envase de 150 grs. (pedido por encargo),,,0.04,Galicia,,,,,
3912,,Alga Aonori fresca (env. 500 grs.),9.98,Precio por envase de 500 grs. (pedido por encargo),,,0.04,Galicia,,,,,
3896,,Alga Aonori fresca (env. 1 kg.),16.98,Precio por envase de 1 kg. (pedido por encargo),,,0.04,Galicia,,,,,
1497,,Alga Chlorella polvo BIO (env. 500 grs.),19.98,Precio por envase de 500 grs.,,,0.1,India,,,,,
1497,,Alga Chlorella polvo BIO (env. 1 kg.),38.99,Precio por envase de 1 kg.,,,0.1,India,,,,,
4033,,Alga Cochayuyo en polvo (env. 250 grs.),10.59,Precio por frasco de 250 grs.,,,0.1,Chile,,,,,
4529,,Alga Cochayuyo (env. 80 grs.),4.79,Precio por envase de 80 grs.,,,0.1,Chile,,,,,
1189,,Alga Dulse deshidratada BIO (env. 500 grs.),30.49,Precio por envase de 500 grs.,,,0.04,Irlanda,,,,,
1189,,Alga Dulse deshidratada BIO (env. 1 kg.),59.98,Precio por envase de 1 kg.,,,0.04,Irlanda,,,,,
5178,,Alga Dulse fresca en sal (env. 100 grs.),2.19,Precio por envase de 100 grs.,,,0.04,Galicia,,,,,
5178,,Alga Dulse fresca en sal (env. 1 kg.),17.98,Precio por envase de 1 kg.,,,0.04,Galicia,,,,,
1496,,Alga Espagueti de mar deshidratada BIO (env. 500 grs.),14.29,Precio por envase de 500 grs.,,,0.04,Galicia,,,,,
1496,,Alga Espagueti de mar deshidratada BIO (env. 1 kg.),27.49,Precio por envase de 1 kg.,,,0.04,Galicia,,,,,
5142,,Alga Espagueti de mar fresca en sal (env. 100 grs.),1.69,Precio por envase de 100 grs.,,,0.04,Galicia,,,,,
5142,,Alga Espagueti de mar fresca en sal (env. 1 kg.),11.59,Precio por envase de 1 kg.,,,0.04,Galicia,,,,,
3102,,Alga Fideo de mar (Nemalión) fresca en sal. Su textura es similar a la del pescado fresco y crudo,26.49,Precio por envase de 1 kg,,,0.04,Galicia,,,,,
5143,,Alga Gracilaria carnosa fresca en sal (env. 100 grs.),2.29,Precio por envase de 100 grs.,,,0.04,Galicia,,,,,
